day_num,value,day
26.36922,138.36219,2022-08-08 08:51:40.608000000
26.33222,135.8045,2022-08-08 07:58:23.808000000
26.33222,133.53101,2022-08-08 07:58:23.808000000
26.33222,131.25751,2022-08-08 07:58:23.808000000
26.33222,129.55239,2022-08-08 07:58:23.808000000
26.44323,150.01386,2022-08-08 10:38:15.072000000
26.40623,147.17199,2022-08-08 09:44:58.272000000
26.40623,144.89849,2022-08-08 09:44:58.272000000
26.40623,142.625,2022-08-08 09:44:58.272000000
26.40623,140.3515,2022-08-08 09:44:58.272000000
26.51723,155.69761,2022-08-08 12:24:48.672000000
26.48023,152.85573,2022-08-08 11:31:31.872000000
26.59124,163.65485,2022-08-08 14:11:23.136000000
26.55424,160.81298,2022-08-08 13:18:06.336000000
26.55424,158.53948,2022-08-08 13:18:06.336000000
26.66524,166.78091,2022-08-08 15:57:56.736000000
26.81325,165.92834,2022-08-08 19:31:04.800000000
26.81325,164.22322,2022-08-08 19:31:04.800000000
26.96126,166.78091,2022-08-08 23:04:12.864000000
27.03527,168.48603,2022-08-09 00:50:47.328000000
27.18328,168.77022,2022-08-09 04:23:55.392000000
27.22028,166.49672,2022-08-09 05:17:12.192000000
27.25728,164.22322,2022-08-09 06:10:28.992000000
27.29428,162.5181,2022-08-09 07:03:45.792000000
27.40529,171.3279,2022-08-09 09:43:37.056000000
27.36829,168.77022,2022-08-09 08:50:20.256000000
27.36829,166.49672,2022-08-09 08:50:20.256000000
27.36829,164.7916,2022-08-09 08:50:20.256000000
27.6273,192.64194,2022-08-09 15:03:18.720000000
27.6273,190.65263,2022-08-09 15:03:18.720000000
27.73831,190.36844,2022-08-09 17:43:09.984000000
27.77531,187.52657,2022-08-09 18:36:26.784000000
27.81232,184.6847,2022-08-09 19:29:44.448000000
27.84932,181.84283,2022-08-09 20:23:01.248000000
27.99733,180.70608,2022-08-09 23:56:09.312000000
28.14534,181.27445,2022-08-10 03:29:17.376000000
