-0.31168, 8.35505
-0.27440, 8.10512
-0.27440, 7.90517
-0.27440, 7.70523
-0.27440, 7.50528
-0.27440, 7.33033
-0.12528, 8.10512
-0.16256, 7.90517
-0.05072, 9.80465
-0.08800, 9.55472
-0.08800, 9.35477
-0.08800, 9.15483
-0.08800, 8.95488
-0.08800, 8.75494
-0.08800, 8.55499
-0.08800, 8.35505
0.02384, 10.05458
0.09840, 9.85463
0.09840, 9.67968
0.06112, 9.45474
0.13568, 10.45447
0.13568, 10.25452
0.13568, 10.05458
0.21024, 9.75466
0.24753, 9.50473
0.33451, 9.28812
0.43393, 9.15483
0.43393, 8.95488
0.47121, 8.70495
0.54577, 8.45502
0.54577, 8.28007
0.69489, 8.67996
0.65761, 8.45502
0.65761, 8.25508
0.65761, 8.10512
0.76945, 8.87990
0.84401, 9.85463
0.84401, 9.65469
0.80673, 9.45474
0.80673, 9.25480
0.80673, 9.05485
0.99313, 9.75466
0.95585, 9.60470
1.14225, 9.65469
1.14225, 9.45474
1.14225, 9.30479
1.21681, 9.85463
1.29137, 9.60470
1.36593, 9.37976
1.47778, 9.25480
1.51506, 9.00487
1.58962, 8.70495
1.70146, 8.65497
1.70146, 8.45502
1.70146, 8.25508
1.70146, 8.05513
1.70146, 7.85519
1.70146, 7.65524
1.70146, 7.45530
1.73874, 7.25535
1.73874, 7.10539
1.88786, 8.80492
1.85058, 8.55499
1.85058, 8.35505
1.85058, 8.15510
1.85058, 7.95516
1.85058, 7.75521
1.85058, 7.55527
1.85058, 7.35532
1.97485, 9.85463
1.92514, 9.65469
1.92514, 9.45474
1.92514, 9.25480
1.92514, 9.05485
2.11154, 9.60470
2.07426, 9.45474
2.22338, 9.55472
2.22338, 9.35477
2.26066, 9.17982
2.29794, 8.95488
2.33522, 8.77993
2.40978, 8.50501
2.37250, 8.40503
2.52162, 8.65497
2.55891, 8.40503
2.52162, 8.30506
2.70803, 8.80492
2.67075, 8.55499
2.67075, 8.40503
2.79501, 9.07152
2.85715, 9.40476
2.94414, 9.67135
3.00627, 9.95461
3.08083, 9.75466
3.08083, 9.55472
3.22995, 9.77965
3.30451, 9.50473
3.34179, 9.25480
3.37907, 9.00487
3.45363, 8.75494
3.45363, 8.60498
3.60275, 8.75494
3.67731, 9.55472
3.67731, 9.35477
3.67731, 9.17982
3.64003, 8.95488
3.71460, 9.95461
3.71460, 9.75466
3.83886, 9.17149
3.78916, 8.95488
3.97556, 9.75466
3.97556, 9.55472
3.93828, 9.35477
4.12468, 9.55472
4.12468, 9.37976
4.08740, 9.15483
4.27380, 9.40476
4.31108, 9.15483
4.31108, 8.95488
4.34836, 8.70495
4.38564, 8.45502
4.38564, 8.25508
4.42292, 8.08012
4.49748, 7.90517
4.64660, 7.88018
4.72116, 7.65524
4.72116, 7.45530
4.83300, 8.85491
4.83300, 8.65497
4.83300, 8.45502
4.83300, 8.25508
