-0.19845, 7.63609
-0.05044, 7.63609
0.02357, 9.62540
0.17157, 9.62540
0.31958, 8.77284
0.46759, 7.63609
0.61560, 6.78352
0.76361, 7.92027
0.91162, 11.04633
0.87462, 9.05702
1.05963, 11.04633
1.20764, 9.34121
1.35565, 8.20446
1.50366, 7.06771
1.65167, 6.78352
1.81201, 6.40461
1.94769, 9.90958
1.91068, 7.92027
2.09570, 10.19377
2.24371, 9.05702
2.39171, 7.92027
2.53972, 7.92027
2.68773, 8.20446
2.83574, 9.90958
2.98375, 10.19377
3.13176, 10.19377
3.27977, 9.34121
3.42778, 8.20446
3.57579, 8.20446
3.72380, 9.34121
3.87181, 10.19377
4.01982, 10.19377
4.16783, 9.90958
4.31584, 8.20446
4.46384, 7.06771
4.61185, 6.78352
4.75986, 6.78352
4.90787, 7.63609
5.05588, 8.77284
5.20389, 8.20446
5.35190, 7.63609
5.49991, 6.21515
5.64792, 6.49934
5.79593, 6.49934
5.94394, 7.92027
6.09195, 9.05702
6.23996, 8.77284
6.38797, 7.63609
6.53598, 6.49934
6.68398, 5.64678
6.83199, 6.78352
6.94300, 7.92027
7.05401, 10.47796
7.20202, 9.90958
7.35003, 8.77284
7.49804, 6.78352
7.64605, 7.35190
7.79405, 7.63609
7.86806, 9.90958
7.94206, 12.46727
8.09007, 14.17239
8.23808, 12.75146
8.34909, 11.89889
8.38609, 9.90958
8.53410, 9.05702
8.68211, 9.62540
8.83012, 9.05702
8.90412, 11.04633
8.97813, 13.31983
9.12614, 13.60402
9.27415, 13.31983
9.38515, 11.89889
9.42216, 9.90958
9.57017, 8.77284
9.71818, 9.05702
9.86619, 9.05702
10.01419, 10.76215
10.16220, 9.90958
10.31021, 9.62540
10.45822, 7.92027
10.53223, 5.36259
10.68024, 3.65747
10.82825, 3.37328
10.97626, 3.37328
11.12426, 3.37328
11.27227, 3.65747
11.42028, 4.51003
11.56829, 4.51003
11.71630, 4.51003
11.86431, 5.36259
12.01232, 5.64678
12.16033, 5.93096
12.30834, 6.78352
12.45635, 6.78352
12.60436, 7.06771
12.75237, 8.20446
12.90038, 9.05702
13.04839, 9.90958
13.19639, 11.04633
13.30740, 11.33052
13.49241, 12.18308
13.64042, 13.31983
13.78843, 14.45658
13.86244, 17.01426
14.01045, 19.28776
14.15846, 20.14032
14.23246, 18.15101
14.34347, 17.58264
14.38047, 15.59333
14.52848, 13.88820
14.67649, 14.17239
14.82450, 15.02495
14.97251, 18.15101
14.93550, 15.87751
15.12052, 20.14032
15.26853, 20.14032
15.34253, 17.86682
15.41653, 15.59333
15.56454, 14.74077
15.71255, 14.74077
15.82356, 14.17239
15.86056, 12.46727
16.00857, 13.60402
16.15658, 13.60402
16.31692, 12.08835
16.45260, 17.29845
16.60061, 17.29845
16.74862, 17.86682
16.89663, 18.15101
17.04464, 22.69801
17.00763, 19.85614
17.19265, 22.69801
17.34066, 21.56126
17.48867, 19.57195
17.63667, 20.42451
17.78468, 21.84545
17.93269, 23.83476
18.08070, 25.82407
18.22871, 25.82407
18.33972, 24.40313
18.37672, 21.56126
18.45073, 18.15101
18.59874, 16.73008
18.74674, 15.59333
18.89475, 15.87751
18.96876, 17.86682
19.11677, 19.00357
19.26478, 18.15101
19.41279, 16.16170
19.56080, 16.16170
19.70881, 17.29845
19.85681, 18.43520
20.00482, 21.27707
19.96782, 19.28776
20.15283, 22.12963
20.30084, 20.42451
20.44885, 14.74077
20.59686, 13.88820
20.74487, 14.45658
20.89288, 15.59333
20.96688, 18.15101
21.11489, 19.28776
21.22590, 18.71939
21.26290, 16.73008
21.41091, 15.59333
21.55892, 14.74077
21.70693, 13.88820
21.85494, 13.60402
22.00295, 13.60402
22.15096, 14.45658
22.29897, 14.45658
22.44698, 13.31983
22.59499, 12.75146
22.74300, 13.88820
22.89101, 15.02495
22.96501, 17.86682
23.03901, 20.42451
23.18702, 21.27707
23.29803, 19.85614
23.33503, 17.01426
23.40904, 14.45658
23.55705, 13.88820
23.70506, 14.74077
23.85307, 15.02495
23.92707, 17.86682
24.00108, 22.69801
23.96407, 19.85614
24.14908, 23.83476
24.26009, 23.26638
24.29709, 21.27707
24.37110, 18.15101
24.44510, 15.87751
24.59311, 15.02495
24.74112, 14.74077
24.88913, 16.73008
24.85213, 14.74077
24.96314, 19.28776
25.03714, 22.41382
25.18515, 23.83476
25.25915, 29.51850
25.22215, 26.67663
25.40716, 34.91806
25.37016, 32.36037
25.37016, 30.65525
25.48117, 39.74924
25.44417, 36.90737
25.55517, 51.96929
25.51817, 49.41160
25.51817, 47.13810
25.51817, 44.86461
25.51817, 42.59111
25.62918, 67.88377
25.59218, 65.32608
25.59218, 63.05259
25.59218, 60.77909
25.59218, 58.50559
25.59218, 56.23209
25.59218, 53.95860
25.70318, 81.80894
25.66618, 78.96707
25.66618, 76.69357
25.66618, 74.42007
25.66618, 72.14658
25.66618, 69.87308
25.77719, 92.03968
25.74018, 89.19781
25.74018, 86.92431
25.74018, 84.65081
25.85119, 97.72342
25.81419, 94.88155
25.92520, 105.39648
25.88819, 102.83879
25.88819, 100.56529
25.99920, 112.50116
25.96220, 109.65928
25.96220, 107.38579
26.07321, 120.45840
26.03620, 117.61652
26.03620, 115.34303
26.14721, 123.58446
26.23355, 128.03672
26.18421, 125.57377
26.36922, 138.36219
26.33222, 135.80450
26.33222, 133.53101
26.33222, 131.25751
26.33222, 129.55239
26.44323, 150.01386
26.40623, 147.17199
26.40623, 144.89849
26.40623, 142.62500
26.40623, 140.35150
26.51723, 155.69761
26.48023, 152.85573
26.59124, 163.65485
26.55424, 160.81298
26.55424, 158.53948
26.66524, 166.78091
26.81325, 165.92834
26.81325, 164.22322
26.96126, 166.78091
27.03527, 168.48603
27.18328, 168.77022
27.22028, 166.49672
27.25728, 164.22322
27.29428, 162.51810
27.40529, 171.32790
27.36829, 168.77022
27.36829, 166.49672
27.36829, 164.79160
27.62730, 192.64194
27.62730, 190.65263
27.73831, 190.36844
27.77531, 187.52657
27.81232, 184.68470
27.84932, 181.84283
27.99733, 180.70608
28.14534, 181.27445
28.21934, 178.43258
28.30568, 175.59071
28.25634, 173.31721
28.25634, 171.61209
28.36735, 181.84283
28.33035, 179.00095
28.44136, 187.52657
28.40435, 184.68470
28.47836, 194.91544
28.47836, 192.64194
28.47836, 190.36844
29.10740, 198.04150
29.25541, 197.18893
29.25541, 194.91544
29.25541, 192.64194
29.25541, 190.93682
29.36641, 197.75731
