-0.22075, 8.15420
-0.22075, 8.06315
-0.18432, 7.98349
-0.11146, 7.85830
-0.07503, 7.74449
-0.07503, 7.65345
-0.03860, 7.57378
0.03426, 7.44859
0.10712, 7.31202
0.14355, 7.19822
0.17998, 7.11855
0.26498, 7.01613
0.21641, 6.94784
0.39856, 7.12993
0.47142, 7.43721
0.43499, 7.33479
0.43499, 7.24374
0.54428, 7.71035
0.50785, 7.60792
0.50785, 7.51688
0.61715, 7.80140
0.69001, 7.89244
0.83573, 7.85830
0.87216, 7.74449
0.87216, 7.65345
0.90859, 7.57378
0.94502, 7.47136
0.98145, 7.39169
1.01788, 7.28926
1.01788, 7.19822
1.05431, 7.08441
1.09074, 6.97060
1.09074, 6.87956
1.12717, 6.79989
1.16360, 6.69746
1.16360, 6.60642
1.20003, 6.52675
1.34575, 6.67470
1.30932, 6.56090
1.30932, 6.49261
1.41861, 6.90232
1.38218, 6.78851
1.49148, 7.22098
1.45504, 7.10717
1.45504, 7.01613
1.56434, 7.34617
1.63720, 7.63069
1.60077, 7.51688
1.60077, 7.42583
1.71006, 7.74449
1.74649, 7.65345
1.78292, 7.53964
1.85578, 7.40307
1.92864, 7.30064
1.96507, 7.19822
1.96507, 7.10717
2.00150, 7.02751
2.03793, 6.92508
2.07436, 6.81127
2.14722, 6.70885
2.22008, 6.58366
2.36581, 6.70885
2.32938, 6.60642
2.43867, 6.81127
2.51153, 7.03889
2.47510, 6.92508
2.58439, 7.25512
2.54796, 7.15269
2.65725, 7.43721
2.62082, 7.33479
2.73011, 7.53964
2.83940, 7.56240
2.87583, 7.48274
2.91226, 7.38031
2.94869, 7.26650
3.02155, 7.16408
3.05798, 7.06165
3.09441, 6.98198
3.16727, 6.85679
3.24014, 6.76575
3.38586, 6.76575
3.45872, 6.89094
3.53158, 7.08441
3.49515, 6.97060
3.60444, 7.20960
3.67730, 7.49412
3.64087, 7.38031
3.64087, 7.28926
3.75016, 7.71035
3.71373, 7.60792
3.89588, 7.67621
3.96874, 7.53964
4.00517, 7.42583
4.04161, 7.34617
4.11447, 7.22098
4.26019, 7.15269
4.26019, 7.08441
4.40591, 7.31202
4.36948, 7.19822
4.47877, 7.43721
4.55163, 7.63069
4.51520, 7.51688
4.62449, 7.84692
4.58806, 7.74449
4.69735, 7.93797
4.80664, 7.92659
4.84307, 7.84692
4.91594, 7.72173
4.95237, 7.60792
4.98880, 7.52826
5.06166, 7.43721
5.09809, 7.33479
5.13452, 7.22098
5.20738, 7.08441
5.35310, 7.07303
5.42596, 7.16408
5.57168, 7.67621
5.64454, 7.81278
5.79027, 7.81278
5.82670, 7.69897
5.82670, 7.60792
5.86313, 7.52826
5.93599, 7.43721
5.97242, 7.33479
6.00885, 7.25512
6.04528, 7.15269
6.08171, 7.03889
6.11814, 6.92508
6.15457, 6.84541
6.22743, 6.77713
6.37315, 6.93646
6.33672, 6.83403
6.44601, 7.22098
6.40958, 7.10717
6.40958, 7.01613
6.51887, 7.34617
6.59173, 7.63069
6.55530, 7.51688
6.55530, 7.42583
6.66460, 7.75587
6.73746, 7.83554
6.84675, 7.79002
6.84675, 7.69897
6.88318, 7.58516
6.91961, 7.47136
6.95604, 7.35755
6.99247, 7.24374
6.99247, 7.15269
6.99247, 7.06165
7.02890, 6.98198
7.06533, 6.87956
7.10176, 6.79989
7.13819, 6.69746
7.13819, 6.60642
7.13819, 6.51537
7.17462, 6.43571
7.24748, 6.33328
7.24748, 6.26500
7.32034, 6.44709
7.39320, 6.58366
7.46606, 7.08441
7.42963, 6.97060
7.42963, 6.87956
7.42963, 6.78851
7.42963, 6.69746
7.53893, 7.57378
7.50250, 7.47136
